stamp,object,position_error_m,rotation_error_deg,axis_error_deg,reprojection_rmse_px,visible_tag_count,inlier_corner_count,precision_valid,degraded_pose_valid,false_valid
5.533333,socket,0.000085227,0.025685,0.025669,0.059360,4,16,1,0,0
5.533333,bulb,0.000042845,0.037399,0.036829,0.056509,4,16,1,0,0
5.566667,socket,0.000064127,0.009364,0.009122,0.050142,4,16,1,0,0
5.566667,bulb,0.000169221,0.033278,0.033274,0.065056,4,16,1,0,0
5.600000,socket,0.000007356,0.017034,0.017005,0.066863,4,16,1,0,0
5.600000,bulb,0.000059606,0.027590,0.021581,0.056021,4,16,1,0,0
5.633333,socket,0.000019726,0.009564,0.006836,0.062249,4,16,1,0,0
5.633333,bulb,0.000223552,0.025753,0.024285,0.073851,4,16,1,0,0
5.666667,socket,0.000068664,0.016541,0.014637,0.065421,4,16,1,0,0
5.666667,bulb,0.000149147,0.030952,0.030911,0.043160,4,16,1,0,0
5.700000,socket,0.000016881,0.016832,0.016689,0.063105,4,16,1,0,0
5.700000,bulb,0.000137029,0.062152,0.060766,0.057998,4,16,1,0,0
