stamp,object,position_error_m,rotation_error_deg,axis_error_deg,reprojection_rmse_px,visible_tag_count,inlier_corner_count,precision_valid,false_valid
70.348000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.348000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
70.348000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.348000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
70.515000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.515000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
70.515000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.515000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
70.717000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.717000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
70.949000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.949000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
70.949000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.949000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
71.115000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.949000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
71.115000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
71.115000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
71.115000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
